Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
201105,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,12888,Deplaned,12888,2011,May
201105,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,13285,Enplaned,13285,2011,May
201105,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7747,Deplaned,7747,2011,May
201105,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5717,Enplaned,5717,2011,May
201105,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25074,Deplaned,25074,2011,May
201105,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,22186,Enplaned,22186,2011,May
201105,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34031,Deplaned,34031,2011,May
201105,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35333,Enplaned,35333,2011,May
201105,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7009,Deplaned,7009,2011,May
201105,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6907,Enplaned,6907,2011,May
201105,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5677,Deplaned,5677,2011,May
201105,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6327,Enplaned,6327,2011,May
201105,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,140745,Deplaned,140745,2011,May
201105,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,138199,Enplaned,138199,2011,May
201105,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,6074,Deplaned,6074,2011,May
201105,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6573,Enplaned,6573,2011,May
201105,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18398,Deplaned,18398,2011,May
201105,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,19626,Enplaned,19626,2011,May
201105,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21361,Deplaned,21361,2011,May
201105,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,22277,Enplaned,22277,2011,May
201105,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10718,Deplaned,10718,2011,May
201105,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11107,Enplaned,11107,2011,May
201105,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,118431,Deplaned,118431,2011,May
201105,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,115620,Enplaned,115620,2011,May
201105,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4511,Deplaned,4511,2011,May
201105,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5002,Enplaned,5002,2011,May
201105,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11782,Deplaned,11782,2011,May
201105,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12376,Enplaned,12376,2011,May
201105,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,9642,Deplaned,9642,2011,May
201105,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,9231,Enplaned,9231,2011,May
201105,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,21591,Deplaned,21591,2011,May
201105,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,20707,Enplaned,20707,2011,May
201105,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7468,Deplaned,7468,2011,May
201105,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7290,Enplaned,7290,2011,May
201105,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5211,Deplaned,5211,2011,May
201105,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6540,Enplaned,6540,2011,May
201105,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,4235,Deplaned,4235,2011,May
201105,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5334,Enplaned,5334,2011,May
201105,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,32332,Deplaned,32332,2011,May
201105,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,40174,Enplaned,40174,2011,May
201105,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10516,Deplaned,10516,2011,May
201105,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10430,Enplaned,10430,2011,May
201105,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6380,Deplaned,6380,2011,May
201105,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6696,Enplaned,6696,2011,May
201105,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3009,Deplaned,3009,2011,May
201105,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2775,Enplaned,2775,2011,May
201105,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21945,Deplaned,21945,2011,May
201105,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,21907,Enplaned,21907,2011,May
201105,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,4843,Deplaned,4843,2011,May
201105,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,4831,Enplaned,4831,2011,May
201105,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,9270,Deplaned,9270,2011,May
201105,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,8838,Enplaned,8838,2011,May
201105,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,123,Deplaned,123,2011,May
201105,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11974,Deplaned,11974,2011,May
201105,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11594,Enplaned,11594,2011,May
201105,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,1241,Deplaned,1241,2011,May
201105,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,846,Enplaned,846,2011,May
201105,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13059,Deplaned,13059,2011,May
201105,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15866,Enplaned,15866,2011,May
201105,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,11631,Deplaned,11631,2011,May
201105,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,11004,Enplaned,11004,2011,May
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,126242,Deplaned,126242,2011,May
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,124106,Enplaned,124106,2011,May
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2131,Deplaned,2131,2011,May
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9473,Deplaned,9473,2011,May
201105,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,13312,Enplaned,13312,2011,May
201105,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,133496,Deplaned,133496,2011,May
201105,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,130802,Enplaned,130802,2011,May
201105,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,104,Thru / Transit * 2,208,2011,May
201105,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3455,Deplaned,3455,2011,May
201105,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3563,Enplaned,3563,2011,May
201105,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6353,Deplaned,6353,2011,May
201105,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6646,Enplaned,6646,2011,May
201105,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4945,Deplaned,4945,2011,May
201105,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4514,Enplaned,4514,2011,May
201105,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,73749,Deplaned,73749,2011,May
201105,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,72323,Enplaned,72323,2011,May
201105,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,19158,Deplaned,19158,2011,May
201105,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,18904,Enplaned,18904,2011,May
201105,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,54487,Deplaned,54487,2011,May
201105,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,53997,Enplaned,53997,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,14636,Deplaned,14636,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,12698,Enplaned,12698,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,20084,Deplaned,20084,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20060,Enplaned,20060,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,320,Thru / Transit * 2,640,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,381602,Deplaned,381602,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,381140,Enplaned,381140,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,6085,Thru / Transit * 2,12170,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,70528,Deplaned,70528,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,70983,Enplaned,70983,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2630,Thru / Transit * 2,5260,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,9030,Deplaned,9030,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,6437,Enplaned,6437,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,398,Thru / Transit * 2,796,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,13416,Deplaned,13416,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,15298,Enplaned,15298,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,247,Thru / Transit * 2,494,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,30881,Deplaned,30881,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33375,Enplaned,33375,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,433,Thru / Transit * 2,866,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,9184,Deplaned,9184,2011,May
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9292,Enplaned,9292,2011,May
201105,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,129328,Deplaned,129328,2011,May
201105,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,131202,Enplaned,131202,2011,May
201105,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3266,Deplaned,3266,2011,May
201105,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3201,Enplaned,3201,2011,May
201105,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9739,Deplaned,9739,2011,May
201105,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10882,Enplaned,10882,2011,May
201105,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,6939,Deplaned,6939,2011,May
201105,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,7145,Enplaned,7145,2011,May
201106,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2635,Deplaned,2635,2011,June
201106,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3342,Enplaned,3342,2011,June
201106,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,A,2161,Deplaned,2161,2011,June
201106,Air Berlin,AB,Air Berlin,AB,International,Europe,Enplaned,Other,International,A,2233,Enplaned,2233,2011,June
201106,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,11161,Deplaned,11161,2011,June
201106,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,13058,Enplaned,13058,2011,June
201106,Air Canada ,AC,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,16743,Deplaned,16743,2011,June
201106,Air Canada ,AC,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,19586,Enplaned,19586,2011,June
201106,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7082,Deplaned,7082,2011,June
201106,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7111,Enplaned,7111,2011,June
201106,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,16598,Deplaned,16598,2011,June
201106,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,17794,Enplaned,17794,2011,June
201106,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7637,Deplaned,7637,2011,June
201106,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6392,Enplaned,6392,2011,June
201106,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25825,Deplaned,25825,2011,June
201106,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26926,Enplaned,26926,2011,June
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34509,Deplaned,34509,2011,June
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35081,Enplaned,35081,2011,June
201106,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6708,Deplaned,6708,2011,June
201106,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6867,Enplaned,6867,2011,June
201106,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6301,Deplaned,6301,2011,June
201106,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6185,Enplaned,6185,2011,June
201106,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,137835,Deplaned,137835,2011,June
201106,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,138084,Enplaned,138084,2011,June
201106,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,7428,Deplaned,7428,2011,June
201106,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8041,Enplaned,8041,2011,June
201106,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18698,Deplaned,18698,2011,June
201106,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,18870,Enplaned,18870,2011,June
201106,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,19021,Deplaned,19021,2011,June
201106,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,22565,Enplaned,22565,2011,June
201106,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9535,Deplaned,9535,2011,June
201106,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10418,Enplaned,10418,2011,June
201106,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,132766,Deplaned,132766,2011,June
201106,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,135236,Enplaned,135236,2011,June
201106,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5225,Deplaned,5225,2011,June
201106,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,6014,Enplaned,6014,2011,June
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12112,Deplaned,12112,2011,June
201106,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13871,Enplaned,13871,2011,June
201106,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,G,9166,Deplaned,9166,2011,June
201106,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,G,9931,Enplaned,9931,2011,June
201106,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,21290,Deplaned,21290,2011,June
201106,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,21418,Enplaned,21418,2011,June
201106,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,6824,Deplaned,6824,2011,June
201106,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7506,Enplaned,7506,2011,June
201106,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5201,Deplaned,5201,2011,June
201106,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6296,Enplaned,6296,2011,June
201106,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5086,Deplaned,5086,2011,June
201106,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6253,Enplaned,6253,2011,June
201106,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,34196,Deplaned,34196,2011,June
201106,JetBlue Airways ,B6,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,39035,Enplaned,39035,2011,June
201106,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10747,Deplaned,10747,2011,June
201106,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,10907,Enplaned,10907,2011,June
201106,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6115,Deplaned,6115,2011,June
201106,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5870,Enplaned,5870,2011,June
201106,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2613,Deplaned,2613,2011,June
201106,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2718,Enplaned,2718,2011,June
201106,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,23412,Deplaned,23412,2011,June
201106,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,24109,Enplaned,24109,2011,June
201106,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,4949,Deplaned,4949,2011,June
201106,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,5052,Enplaned,5052,2011,June
201106,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8306,Deplaned,8306,2011,June
201106,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,8667,Enplaned,8667,2011,June
201106,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,9780,Deplaned,9780,2011,June
201106,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11234,Enplaned,11234,2011,June
201106,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,237,Deplaned,237,2011,June
201106,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,262,Enplaned,262,2011,June
201106,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13866,Deplaned,13866,2011,June
201106,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15506,Enplaned,15506,2011,June
201106,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,11423,Deplaned,11423,2011,June
201106,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,11383,Enplaned,11383,2011,June
201106,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,130248,Deplaned,130248,2011,June
201106,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,130509,Enplaned,130509,2011,June
201106,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,1906,Deplaned,1906,2011,June
201106,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,9486,Deplaned,9486,2011,June
201106,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12555,Enplaned,12555,2011,June
201106,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,131544,Deplaned,131544,2011,June
201106,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,129186,Enplaned,129186,2011,June
201106,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,170,Thru / Transit * 2,340,2011,June
201106,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,4667,Deplaned,4667,2011,June
201106,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,5381,Enplaned,5381,2011,June
201106,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6317,Deplaned,6317,2011,June
201106,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6476,Enplaned,6476,2011,June
201106,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5225,Deplaned,5225,2011,June
201106,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5944,Enplaned,5944,2011,June
201106,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,72684,Deplaned,72684,2011,June
201106,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,73977,Enplaned,73977,2011,June
201106,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,78131,Deplaned,78131,2011,June
201106,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,81444,Enplaned,81444,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,26475,Deplaned,26475,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,24562,Enplaned,24562,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,21645,Deplaned,21645,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,22221,Enplaned,22221,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,362,Thru / Transit * 2,724,2011,June
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,411250,Deplaned,411250,2011,June
