V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,F1,F2,F3,F4,F5,F6
Y15184,2789.333333,2989.333333,2993.333333,2957.333333,2972.666667,2946,3013.333333,3379.333333,3945.333333,4416.666667,4874.666667,4818.666667,4806.666667,4828.666667,5212,5971,7500,8594,9319,,,,,,
Y15185,1047.533333,1050.6,1040.8,1060.8,1096.933333,1104.733333,1077.4,1044.866667,1023.933333,1044.066667,1055.933333,1065,1061.333333,1060.133333,1084.2,1170.8,1134.8,1115.3,1103,,,,,,
Y15186,227.5,286.88,236.3,300.575,242.955,354.105,294.12,361.4,333.67834,426.3836,434.4394,449.892,431.9,454.0445,655.5836,906.9557,1112.9017,1400.8,1704.7,,,,,,
Y15187,656.97,701.455,679.255,780.085,771.295,948.705,984.53,1163.94564,1347.74709,1667.9158,1666.1004,1831.9316,1874.4222,2176.1256,2440.093,3011.2154,3499.8152,4214.6267,4652.8224,,,,,,
Y15188,5162,2375.4,5359,2823.4,2849.2,2555.9,2965.3,6323,2966.7,2515.3,2405.2,2232.7,5571,4906.5,5357.5,4393.6,3778.2,6767,6710,,,,,,
Y15189,1062.4,1205.4,1260.9,1350.82,1402.1,1540.6,1926.5,2112.4,2215.5,2479.5,2628.5,2857,3144.4,3430.7,3841.5,4499.3,5260.0869,4584,5268.8,,,,,,
Y15190,3380,4035,4210,5623,4698,3036,3693,3440,4162.872,5229.17,4613.7,4868.37,4350,4404.31,4693.31,5807.8,5692.7,5480,5810,,,,,,
Y15191,240.32,296.8,332.2,301.6,309.6,347.2,386.9,456.5,555,740.3,858,943,1088.3,1303.9,1519.2,1897.1,2512.69,3048.99,2685.9,,,,,,
Y15192,5653.333333,5720,5800,4510,4500,4520,4180,3950,3870,3690,3490,3410,3270,3122.8,2960,3060,3030,3090,3180,,,,,,
Y15193,174,188,288,351,372,386,538,509,622,721,734,832,849,990,1034,1162.787,1246.856,1417,1575.56761,,,,,,
Y15194,1695,2630,3184,2540,2171,1974,1702,1611,1577,1951,2104,2196,2308,2411,2629,2936,3227,3484,3006.92,,,,,,
Y15195,749.8,850.5,945,1068.7,1300.3,1415.6,1585,1437.1,1374.1,1439.8,1457.1,2164.7,2555.7,2727.1,3024.5,3359.6,3720.4,3803.6,,,,,,,
Y15196,660.4,732.7,788.4,965.3,974.1,1115,1258.5,1362.5,1413.4,1310.6,1332.7,1382.5,1453.6,2099.8,2331.5,2413.3,4136.4,4401.7,4563.4,,,,,,
Y15197,2528.11,2531.578,2608.091,2952.629,3482.784,5649.612,5604.603,5833.748,6110.175,6259.885,7022.174,7540.011,8001.782,8466.386,8798.527,8973.042,9487.515,9448.056,9734.91,,,,,,
Y15198,1929.58,2026.63,2115.31,2229.7,2139.9,2030.32,2139.54,2589.61,3211.81,3944.58,4456.29,4837.28,4883.01,4586.69,4705.57,4623.75,4662.75,4456.73,4680.366,,,,,,
Y15199,3120,3880,4540,3370,3410,3190,2740,2790,2870,3860,3880,3700,3650,3630,3510,,,,,,,,,,
Y15200,1900,1918,1956,2027,2018,2093,2116,2121,2196,2200,2257,2214,2238,1934,1852,1871,1789.271,1758.421,1727.735,,,,,,
Y15201,1262.600758,1353.387292,1437.114173,1227.005871,1232.142076,1265.221125,1285.611269,1363.650787,1155.716205,1183.777373,1078.149754,1090.259131,1162.220031,1145.300855,1023.583726,1078.318731,1161.328646,1219.27897,1277.191402,,,,,,
Y15202,248.2107747,191.1698957,268.1606218,283.5051546,256.5151306,237.8529962,259.4793,247.3581918,264.0706061,231.703638,205.0557707,203.1840538,214.0562869,253.1338478,266.8271137,263.7473864,280.0413993,307.8988311,313.8924456,,,,,,
Y15203,1140,1300,1260,1350,1360,1420,1460,1400,1240,1220,1280,1220,1270,1250,1250,1230,1280,1290,1290,,,,,,
Y15204,724.53,832.49,917.36,997.68,1084.32,1217.8,1373.32,1531.98,1654.87,1845.74,2031.79,2231.35,2386.8,2606.12,2722.37,2930.65,3223.18,3420.86,3573.17,,,,,,
Y15205,520,650,800,810,850,730,820,760,970,1350,810,590,450,500,670,1030,1100,1020,1010,,,,,,
Y15206,1471.3,642.4,430.2,463.1,534,745.9,899.9,768.4,633.2,922.4,1227.2,1571.4,1879.4,1739.4,1632.6,1929.6,2037.3,2345.9,2792.1,,,,,,
Y15207,329.1,357.7,625.7,724.3,638,1081.6,1101.3,1404.9,1738.8,1113.5,629.9,466.8,761.6,1071.5,1337.1,1419.3,1082.8,884.9,1286.6,,,,,,
Y15208,6629.960317,6265.350877,5832.589286,6007.092199,6478.205128,7877.010407,7354.83871,6746.305419,5848.387097,5802.116402,6041.860465,5290.409121,4107.369759,3922.977346,3850.150602,3499.065421,3355.795148,3533.882204,3610.601427,,,,,,
Y15209,7797.468354,9565.217391,10936.17021,7733.54232,7527.5,6500,5411.764706,5195.190948,6140.468227,5811.013767,5939,5537.327189,5809.52381,5526.272578,5870.813397,5769.441903,5563.278008,5545,5554.885404,,,,,,
Y15210,2749.2,2867.9,2860.7,2696.5,2802.6,2847.5,2987.3,3271.9,3482.1,3383.8,3452.1,4175.6,4605.4,5094.1722,5565.2685,5937.0346,,,,,,,,,
Y15211,2875,2668,2735,2750,2845,2567,2723,2772,2841,3137,3464,3980,4685,5439,3642,3964,,,,,,,,,
Y15212,2562,2840,3280,3562,3851,3915,4115,5163,5501,5881,5859,4865,3119,3715,4514,5380,,,,,,,,,
Y15213,1959,1959,2032,2174,2237,2248,2378,2483,2577,2597,2639,2634,2639,2693,2759,2791,2840,2865,2856,,,,,,
Y15214,2565,2900,3070,3290,3706,4240,4794,5057,5433,6173,5705,4890,5288,5877,6467,6730,6490,5860,6160,,,,,,
Y15215,118.65,122.73,127.26,128.62,131.6058,132.0177,125.9109,116.2007,109.7983,103.126,102.0823,95.31,90.02,1481.02,1667.7,1733.578,1808.45,1941.5184,2338.6067,,,,,,
Y15216,35.43,33.52,31.29,30.12,29.66,29.4,29.23,30.98,37.4,47.65,56.57,56.46,56.18,55.55,53.27,56.03,67.25,79.93,87.29,,,,,,
Y15217,428,593,577,636,642,730,603,817,991,1217,1572,1470,1675,1767,1915,2023,2272,2193,2406,,,,,,
Y15218,446.3,1590.6,2018.3,1873.3,2112.7,2489,2683.8,2948.6,2600,3777.1,4791.4,5279.6,6216.8,6123.3,4591.1,,,,,,,,,,
Y15219,109.8,489.3,813.7,692,833,1080.2,1196.2,1271.6,1380.65,1792.193,2223.9,2405.1,3003.9,3123.4,1743,,,,,,,,,,
Y15220,164.8,207.33088,223.99332,245.1566,304.55193,388.85392,422.0419,509.2038,638.9593,820.9592,1457.19547,1862.9418,2453.34479,3095.56922,3654.6131,,,,,,,,,,
Y15221,184.5,210.7,268.5,258.1,353.4,342,402.7,478.2,483.5,585.6,680.2,790.3,877.8,1097.8,1284.9,,,,,,,,,,
Y15222,185,175,209,150,206,202,225,268,276,455,460,490,647,771,768,,,,,,,,,,
Y15223,384.2,426.4,390.9,464.4,514.6,523.5,774.8,693.1,812.5,1002,1086.5,1363,1637.4,2096.5,2304,,,,,,,,,,
Y15224,432,479,469,508,533,698,877,899,1079,1447,1786,2388,2594,3082,3896,,,,,,,,,,
Y15225,248.3,277,321.4,276,331.4,428,554.5,596.9,608.9,633.9,714.3,902.5,1000.9,1220,1367.1,,,,,,,,,,
Y15226,280,220,260,200,510,330,340,420,600,740,450,840,870,1030,1240,,,,,,,,,,
Y15227,706,632,574,640,791,1161,1758,1376,1605,1783,1944,2294,2418,2812,2521,,,,,,,,,,
Y15228,242,190,210,257,292,319,729,490,461,768,970,1246,1578,2349,3079,,,,,,,,,,
Y15229,1045,904,942,1266,2163,2235,2068,1989,2530,2758,3157,4380,5053,5598,5827,,,,,,,,,,
Y15230,370,330,370,370,880,860,390,640,670,680,1500,1400,2890,2590,3590,,,,,,,,,,
Y15231,120,80,85,105,132,166,234,253,389,490,510,699,1018,985,1110,,,,,,,,,,
Y15232,630,390,950,1080,1230,1360,2040,2100,2090,2260,2520,3710,4150,6070,6240,,,,,,,,,,
Y15233,249.7,246.5,206.7,220,231.6,256.4,322.04,841.59,3742.5,400.1,600.7,690,842.7,1061.6,948.1,1134.61,,,,,,,,,
Y15234,1410,1580,1910,2220,1930,1040,1320,1380,910,1460,2360,2590,3240,4960,6640,4540,3890,4880,4020,,,,,,
Y15235,204.3,220.7,243.8,272.4,317.5,335.7,376.5,427.2,482.7,519,630.1,710.3,825.3,860,1043.5,1165.9,1240.2,1342.5,1552.8,,,,,,
Y15236,2588,2716,3156,3098,3013,2869,2931,2217,1279,3184,3042,2850,2761,2631,1748,1968,1718,1702,1667,,,,,,
Y15237,1050,1160,1200,2412.063,2410,1456.175,1477.058,1574.017,1667.929,1725.902,1858.094,2084.135,2380.967,2710.545,3178.763,3286.998,3303.697,3341.573,,,,,,,
Y15238,704.9,1372.5,794,992.5,1068.5,1318.7,1880.4,1866,3317,2904.7,1967,831,830.5,921,933.8,1235.2,679,223.1,267.7,,,,,,
Y15239,963.74346,1000.35222,1072.67899,1078.29488,1131.83093,1134.1405,1222.29275,1227.65174,1286.67533,1331.39803,1375.66408,1479.07,1594.59,1760.15,1868.87,2165.65,2367.53,2505.1,2808.92,,,,,,
Y15240,2094.2806,2018.7239,2140.7245,2454.611,2790.3163,2939.2322,3304.6159,3556.48,3808.2395,4072.0394,4129.7064,4301.1,4618.4,4868.3,5132.3,5746.3,5875.5,6072.2,6687.4,,,,,,
Y15241,371.0229,402.3681,435.4632,449.6122,485.5449,494.6294,552.9591,579.6652,584.4985,631.7306,642.7595,720.5399,797.4,827.9,908.8,1277.2,1393.3,1505.3,1646.3,,,,,,
Y15242,1273.9,2133.51,1768.71,2101.47,2824.56,3171.68,2639.57,3011.08,3469.37,6781.22,6057.97,7821.42,3957.56,4409.73,3286.67,3607.05,3019.55,2340.79,,,,,,,
Y15243,579.6,1050.9,542.4,561.7,5403.9,1010.5,861.1,950.3,1301.1,953.2,1605.6,1252.6,1707.9,2169,2619.1,3718.1,4054.4,4412,,,,,,,
Y15244,73,131,371,389,262,731,905,949,2160,2257,2111,1919,3296,3828,2497,2497,2977,3248,,,,,,,
Y15245,222.57,504.56,289.18,590.01,131.12,763.59,865.54,1197.57,1542.44,2765.28,2561.17,2941.02,3315.06,3675.03,2998.92,2998.92,3527.79,4592.39,,,,,,,
Y15246,6860.7,7319.4,7760.5,8079.3,8724.5,8846,8261.6,7345.2,6741.3,7106.4,7367.3,7846.6,8057.5,8069.3,7726.9,8050,9531.9,14004,11898.4,,,,,,
Y15247,3928.5,3963.6,3990,3785.2,3175.3,2863.6,2640.7,2691.8,2675.9,2516,2641.6,2646.5,2649.6,2746.8,2877.5,3354.7,3232.2,3126,3382.4,,,,,,
Y15248,3680,3730,4030,3670,4080,4870,4560,3440,4300,5140,5140,4970,4890,5760,5000,5030,,,,,,,,,
Y15249,1660,1730,1800,1860,1930,2250,2130,2210,2290,2380,2420,2560,2640,2690,2790,2850,,,,,,,,,
Y15250,1049,1288,1482,1946,1422,1633,2855,675,502,1233,1262,1570,1408,1461,1778,1603,2242,,,,,,,,
Y15251,548.4,566.1,598.7,635.7,655.6,692.2,724.4,767.2,817.9,877.6,940.8,983.1,1037.2,1080.1,1152.8,1238.6,1338.2,1467.6,1596.7,,,,,,
Y15252,1243.64,1262.9,1241.24,1210.94,1160.31,1188.59,1202.8,1235.61,1240.26,1239.47,1263.01,1238.3,1238.81,1268.3,1164.11,1121.71,1129.76,1183.15,1229.66,,,,,,
Y15253,5189.9,5615.4,5912.5,6087.9,6006.7,6335,6605.9,7040.4,7504.8,7811.3,8269.9,8255.2,8566.2,9229,8568,8278.1,8537.1,9426.4,10526.8,,,,,,
Y15254,7249.6,7540.4,7860.5,8055.2,8083.1,8114.8,8161.4,8259,8474.1,8465.3,8392.2,8148.6,8126.5,8281.2,8200.7,8120.2,8266.1,8699.8,9255.4,,,,,,
Y15255,695.1,625.5,579.3,492,481.9,538.7,592.8,673.8,718.3,683.5,747.1,819.3,964.9,1115,1232.4,1299.5,1277.5,1269.9,1302.5,,,,,,
Y15256,643.8,576.6,519.8,436,428.2,495,538.1,629.7,662.1,628.1,685.1,765.1,905,1051.6,1177.2,1249,1226.2,1217.5,1266.8,,,,,,
Y15257,160,170,200,250,270,340,410,490,550,700,880,250,270,300,330,350,440,480,530,,,,,,
Y15258,1632,1628,1744,1706,1611,1666,1821,1702,1306,1343,1432,1850,2257,2425,2686,2513,1932,2445,2701,,,,,,
Y15259,1130,1190,1330,1430,1550,1660,1760,1930,2130,2190,2220,2360,2550,2700,2830,3020,3170,3320,3400,,,,,,
Y15260,335,374,418,482,556,625,701,801,916,1002,1070,1179,1318,1437,1553,1725,1849,1982,2125,,,,,,
Y15261,44.72,48.41,59.89,79.81,90.53,94.65,95.24,101.08,108.5,119.5,123.6,130.79,136.6,143.75,150.68,160.38,176.01,196.44,222.27,,,,,,
Y15262,3837.7,4287.2,4342,4485.6,4578,4959.1,5067.1,5301.5,5690.9,6309.3,6966.4,7223,7845.1,8044,8311.3,8468.5,8987,9789,10670,,,,,,
Y15263,2783.2,3012.2,3237.6,3453.8,3572.1,3794,4004.3,4233.7,4449.8,4697.7,4951.7,5234.6,5595,6003.3,6276.6,6518.6,6853.2,7282,7747.8,,,,,,
Y15264,1805.3,1614.9,1239.6,1068.6,1118.1,1308,1339.9,1372.3,1454.3,1345.8,1316.3,1411.5,1512.8,1842.3,2031.2,2326,2316.5,2198.6,2615.7,,,,,,
Y15265,2394.3,2614.4,2853.8,2868.1,2998.9,3256.9,3282.2,3340.7,3031.6,3185.4,3367.2,3488.7,3642.6,3594.4,3595,3580.9,3559.1,3549.9,3470.5,,,,,,
Y15266,2458.4,2406.9,2433.3,2525.2,2686,2839.7,4229.3,5749.8,5624.4,5279.8,5364.9,5567.6,6324.2,6660.3,6990.9,6184.5,6451.5,6730.1,5948.2,,,,,,
Y15267,2115.9,2122.9,2146.1,2156.6,2360.1,2485.7,2512,2857.7,3181.5,3379.4,3457.3,3457.3,3382.9,3803,4179.3,4376.3,4376.3,4266.8,4109.3,,,,,,
Y15268,2056.2,2048.8,2077.6,2231.1,2318,2508.9,2920.4,3631.7,4122.1,4154.2,4543.4,4989.1,5488.5,6093,6295.3,6198.4,6123.9,6114.5,5953.8,,,,,,
Y15269,2433.3,2495.7,2411.4,2505.2,2689.6,2593.4,2739.5,3340.7,3469.6,3711.4,3858.1,4169.9,4533.6,5316.4,5717.5,5841.7,6192.3,5620,5858.8,,,,,,
Y15270,1965.7,2020.4,2040.1,2044.7,2210.4,2311,2273.3,2736.8,2943.4,3073.8,3276.7,3111,3326.3,3855.2,4171.9,4311.5,4321.6,4217.8,4072.5,,,,,,
Y15271,1568.9,1643.6,1723.2,1813,1917,1999.3,2125.1,2334.6,2546.7,2710.5,2912.3,3140.5,3432.3,3792.5,4154,4395.1,4585.4,4782.4,4953.6,,,,,,
Y15272,1207.4,1207.4,1215.9,1216.1,1222.3,1210.8,1219.1,1261.1,1315.2,1362.1,1438.1,1528.3,1566.7,1660.3,1778,1946.7,2141.5,2340.5,2487.2,,,,,,
Y15273,3555.6,3618,3662.4,3612.7,3799.9,3935,3927.7,3859.8,3701.2,3552.8,3522.9,3389,3167.9,3044.5,2929.8,2848.2,2484.7,2193.9,2150.7,,,,,,
Y15274,4461.9,4700.2,5143.2,5330.4,5462.2,5643.1,5752.5,6679.8,7059,6887.2,7219.2,7949.3,8852.1,10019.5,10878.8,11668.9,11422.6,11687.1,12113.8,,,,,,
Y15275,1720.5,1636.3,1441.6,1244.7,1228.7,1304.2,1316.4,1332.5,1420.6,1375.6,1369.3,1389,1496,1741.7,2024.1,2330.5,2540.4,2621.4,2891.5,,,,,,
Y15276,1583.4,1499.1,1292.4,1113.5,1104.3,1213.2,1245.7,1250.6,1295.6,1243.1,1224.3,1235.2,1336.7,1557.8,1736.9,1852.5,1937.3,2084.9,2335.8,,,,,,
Y15277,5457.2,5215.1,4824.5,4212.2,3986.4,4028.2,3971.9,4026.2,4172,4182.5,4129.2,3990.2,4195.5,4813.5,5324.3,5677.5,5957.3,5972.3,6571.4,,,,,,
Y15278,5402.1,5712.6,6023.5,6344.6,6651.5,6920,7138.1,7424.3,7556.2,7691.8,8078.1,8296.8,8367.1,8679.7,8907.4,9108.9,9141.6,9357.2,9455,,,,,,
Y15279,1890.9,1823.9,1606.8,1301.2,1366.7,1590.1,1566.8,1562.9,1651.5,1606.1,1564.8,1581.7,1740.5,2074.7,2285.2,2663.7,2908.5,3021.7,3155.5,,,,,,
Y15280,1290.2,1374.3,1442.9,1505,1562.5,1615.4,1615.3,1641,1693.8,1756.2,1808.8,1882.4,1970.7,2022.3,2101.7,2221.6,2357.5,2488.2,2622.7,,,,,,
Y15281,2820.9,2721.7,2398,1976.5,1970.5,2244.5,2360.1,2275.7,2584,2360,2183.1,2292.9,2281.2,2729.7,2873.5,3327.1,3467.3,3540.4,3870.4,,,,,,
Y15282,5669.6,5765.6,5853.1,5941.2,6005.7,5948.1,5938.3,6003.7,6167.8,6498.8,6855,7067.2,7284.4,7332.9,7427.3,7767.6,8322.5,8586.9,8778.9,,,,,,
Y15283,1414,1454.1,1484.8,1506,1536.4,1562.1,1598.8,1654.5,1710.5,1797.8,1916.1,2075.9,2186.9,2274.1,2365.2,2584.7,2816.2,3040.6,3264.8,,,,,,
Y15284,5913.1,6144.2,6428.6,6742.2,7001.6,7201.1,7372.9,7516.1,7670.1,7819.2,7936.1,7984.8,8097.8,8291,8449.1,8544.1,8709.7,8914.5,9161.1,,,,,,
Y15285,2377.6,2333.2,2209.7,1945.5,1989.9,2106.4,2048.2,2111.8,2131.5,2027.2,2043.1,2124.8,2382.5,2881.5,3035,3483.2,3644,3615.9,3825.9,,,,,,
Y15286,2790.6,2775.7,2689.4,2559.4,2494.7,2546.2,2601.9,2623.6,2734.2,2787.9,2750.7,2804.8,2802.8,3058.5,3116.1,3450.9,3600.8,3758.4,4068.7,,,,,,
Y15287,284,316,367,360,379,407,437,480,501,556,621,710,722,746,804,805,883,963,1033,,,,,,
Y15288,1365,1432,1606,1865,1997,2144,2206,2503,2862,3047,3010,3434,3887,3606,3559,3794,3970,4227,4540,,,,,,
Y15289,1080,1104,1166,1272,1280,1366,1271,1746,2058,2008,1725,2585,2442,2238,2317,2610,2869,3255,3610,,,,,,
Y15290,282,272,285,296,303,328,349,371,389,411,419,415,426,454,483,494,491,568,650,,,,,,
Y15291,1510,1850,2070,2850,3370,3950,5050,6000,6690,6800,6510,6030,5690,5480,5720,5700,5930,6420,6870,,,,,,
Y15292,1183.4,1209.8,1249.4,1072.9,1013.1,1008.9,1058.3,1124.7,1211.7,1228.2,1239.4,1271,1321.6,1431.6,1514.9,1482.7,1471.3,1512.4,1630.1,,,,,,
Y15293,201.47,219.003,245.14,240.049,266.959,308.008,326.524,344.394,344.382,377.63,400.87,419.384,421.635,459.629,479.86,497.193,535.189,566.573,608.341,,,,,,
Y15294,583,588.13,618.05,644.79,661.47,694.81,746.51,796.22,814.86,864.27,910.51,938.03,1013.88,1154.35,1385.72,1420.34,1512.28,1665.26,1818.32,,,,,,
Y15295,169.885,175.932,177.7,172.76,171.48,173.77,178.83,174.13,172.17,176.41,179.24,180.95,187.62,203.35,187.37,180.44,181.62,181.63,180.18,,,,,,
Y15296,169.885,175.932,177.7,172.76,171.48,173.77,178.83,174.13,172.17,176.41,179.24,180.95,187.62,203.35,187.37,180.44,181.62,181.63,180.18,,,,,,
Y15297,44.53,47.74,52.87,58.06,62.61,71.41,78.3,85.93,93.21,101.89,117.32,136.04,156.78,180.83,214.01,255.55,298.64,317.15,350.51,,,,,,
Y15298,165.65,260.49,296.8,329.5,357.2,393.6,439,468.1,477.5,507.8,557.5,593.5,616.8,658.6,710.6,742.4,778,823.8,906.3,,,,,,
Y15299,76.5037,90.9861,105.34,112.452,114.453,118.586,131.285,134.104,133.2,136.935,147.05,159.295,167.237,174.762,182.546,185.481,193.757,202.409,213.33,,,,,,
Y15300,151.6757,179.6711,206.256,218.473,223.629,236.563,255.779,262.603,264.204,271.288,287.208,302.998,313.203,323.57,334.803,349.081,370.084,391.707,405.397,,,,,,
Y15301,200.445,206.338,225.45,229.24,239.55,253.21,269.97,277.67,277.18,297.49,305.82,303.06,303.39,323.36,310.26,315.9,362.2,405.76,400.72,,,,,,
Y15302,191.115,196.658,215.94,220.14,230.45,243.64,260.06,267.92,267.04,284.91,294.53,291.68,292.08,302.87,293.94,284.42,318.84,347.86,336.54,,,,,,
Y15303,85.409,93.35,104.95,115.35,121.81,126.34,132.29,134.64,141.42,146.36,161.95,171.26,184.37,201.84,210.09,218.25,232.43,255.63,282.36,,,,,,
Y15304,93.012,112.728,128.914,124.276,142.007,162.988,170.279,182.304,178.438,202.476,215.889,224.17,216.754,244.959,254.913,261.852,286.971,306.469,331.255,,,,,,
Y15305,205.539,197.245,204.076,208.451,208.077,218.504,233.243,247.829,256.955,270.445,282.377,294.622,305.431,327.106,338.539,356.265,384.316,418.3,451.944,,,,,,
Y15306,263.04,296.37,317.12,351.4,387.2,427.45,466.98,520.29,571.22,647.94,769.99,930.02,1026.05,1151.9,1391.43,1712.31,1908.13,1964.61,2161.65,,,,,,
Y15307,58.54,65.39,66.68,66.07,62.65,71.57,79.12,86.35,98.23,108.46,127.19,134.71,146.53,155.68,157.21,193.9,216.51,219.97,295.09,,,,,,
Y15308,371.5,458.2,531.5,580.8,604.4,649.5,689,719.3,757.7,794.3,798.2,743.8,678.1,656.4,825.8,822.3,816.1,822.3,915.3,,,,,,
Y15309,42.44,52.9,61.82,69.46,73.34,78.86,84.33,88.21,95.34,103.62,103.38,98.38,95.64,101.53,114.37,127.8,136.26,146.73,172.46,,,,,,
Y15310,550.2954225,526.7506491,549.1544344,593.9416024,622.8327521,595.9516086,477.1848619,498.7840221,631.0144761,583.3444644,582.3967471,650.6486822,803.1320729,1000,1208.269678,1350.543414,1724.91267,1207.199726,,,,,,,
Y15311,782.2886755,797.2622319,637.1195152,708.9076296,787.2267633,588.1634195,475.5962578,550.0127093,703.3323692,751.3858038,799.259026,782.8689687,786.7519012,713.7691574,726.4898472,1040.118937,1196.650985,972.3718044,850.5402007,,,,,,
Y15312,1668.098285,1314.367086,1284.096588,1425.314552,1653.044292,1459.54748,1621.165621,1229.782459,1171.795255,969.7979244,863.8826575,804.3848302,717.7678452,758.7154514,1245.066679,1264.998807,1061.137327,1305.228396,1194.220168,,,,,,
Y15313,4293.523163,5081.751947,5476.75,3818.75,3095.833333,3375,3112.5,2750,3487.5,3800,3966.666667,3966.666667,3856.25,3133.333333,3230,3937.166667,3807.416667,3509.916667,2923.083333,,,,,,
Y15314,2603.417379,2076.549947,1741.815125,2118.694926,2395.723775,2254.554606,2068.305725,1997.758341,1583.75,1242.197917,1268,1192.612528,1099.419983,1111.271067,1395.682271,1432.542053,1455.249786,1618.743256,1676.003459,,,,,,
Y15315,1541.949997,1280.900021,1397.208277,1316.899954,1441.650009,1455.625,1927.383321,1122.91666,1351.00832,1069.627177,891.4750417,850.270284,636.5869617,699.4067224,1485.293668,1494.055869,1202.441387,1850.200691,1323.987115,,,,,,
Y15316,10135.12918,9393.371004,7107.818166,9091.979421,7497.952826,5483.373067,5767.118122,6475.54078,7035.715163,6479.643093,6513.553557,5253.924812,5177.204847,4045.188057,4031.576815,5214.713904,6292.663257,6459.54498,7089.974893,,,,,,
Y15317,1394.642857,1418.139098,933.2706767,1088.721805,943.5150376,774.9480952,855.7083333,595.4608333,640.7616667,788.5325,1065.560833,1069.456667,649.3241667,927.6391667,921.0291667,816.6733333,810.1116667,874.2091667,795.1041667,,,,,,
Y15318,4591.666635,4171.666686,3856.416734,4513.333352,5886.666648,5117.499987,6395.916621,7984.166813,8765.166473,9001.708221,9222.916667,7944.973755,7586.47747,8002.954674,8681.465848,8813.860321,8732.089488,8825.27593,7669.25176,,,,,,
Y15319,9053.639323,7258.711344,5458.271306,4253.079478,4419.528224,3906.770401,4056.500829,5963.497136,6555.07019,6726.42334,8095,5578.006566,5435.138016,4073.419622,5487.172038,6292.944539,7741.254222,6230.642497,5269.18546,,,,,,
Y15320,808.1008427,726.9887453,894.3303935,782.1467972,734.2733637,722.951622,752.1743965,885.9713173,1034.071019,1062.082431,1235.61259,1256.707147,1524.654147,2179.341545,2012.31177,1938.388697,2040.736376,1853.059718,1591.008173,,,,,,
Y15321,1415.087986,1015.93799,1019.354706,912.3547109,1133.396346,822.3963928,972.8463745,1674.654592,1672.125015,1673.375003,1602.808329,1796.275024,1966.90834,3889.799995,3163.2164,2576.821327,2521.45888,2377.423884,1628.600057,,,,,,
Y15322,1257.158394,1306.040586,1080.985616,1359.843833,1358.203468,1123.306402,877.9112116,755.2136167,1069.503199,1113.684546,1092.796059,1074.728292,1042.12808,1020.399653,1077.7819,1234.513156,1645.22941,1171.724167,1016.178411,,,,,,
Y15323,7376.96495,5850.999338,4967.717742,5863.898122,5259.28233,4769.55968,4791.775893,6003.401441,9250.103409,8456.089699,7420.037609,6283.705661,6102.214601,5274.350479,6262.094995,7600.0617,6639.090928,6787.598574,5555.089652,,,,,,
Y15324,4001.75,4057.275,3845.666667,3732,3523.933333,3984.083333,3937.308333,4559.841667,4534.066667,4454.258333,5310.608333,5209.508333,4892.408333,4324.941667,4113.4,5314.666667,4916.675,4589.633333,4424.008333,,,,,,
Y15325,4818.399004,4715.791965,3678.014732,4143.533916,6022.826596,4139.402088,2123.759115,2830.301544,3612.594137,2895.72214,2395.082426,2801.378755,3253.297341,3121.423194,4372.712582,5376.223403,4671.523445,4904.28209,6008.468661,,,,,,
Y15326,3434.28422,3510.669005,3446.408789,3501.575579,3963.521664,3801.052437,4198.132078,4120.231721,4549.138355,4987.441531,4908.328717,4790.417282,4796.479567,5467.626576,5528.416737,5548.235166,6231.248882,6098.858607,6315.407509,,,,,,
Y15327,718.0741261,637.5455626,606.5403296,648.7970993,719.1989916,612.2503448,681.1285951,887.5664162,953.2849672,991.0119963,1022.183884,938.6616029,926.9125622,1056.607748,1162.885748,1200.764234,1157.899888,1115.561575,940.1040531,,,,,,
Y15328,4336.666667,4828.333333,2933.75,2768.333333,2522.5,2174.166667,1956.666667,2144.166667,2772.5,2997.5,2706.666667,2936.666667,2676.666667,2372.5,2694.583333,3208.013891,3380.63886,3024.694468,3054.23612,,,,,,
Y15329,2934.502786,2587.911703,2263.110021,2025.555038,2516.298409,1825.835037,2159.855003,3717.96758,3712.351532,4677.091446,5171.176478,5247.597198,6072.115529,7582.423299,8214.406687,7401.90033,7408.869069,6623.288193,4841.545868,,,,,,
Y15330,1321.482067,1188.83998,1516.238251,1414.442431,1371.001918,1360.728531,1493.329798,1602.997869,1626.518364,1841.836154,2062.563553,2161.716092,2346.444206,2774.413859,2995.527802,3006.157074,3099.140498,2941.280314,2798.145048,,,,,,
Y15331,2653.160114,2614.039476,2212.899826,2596.163412,2575.052813,2029.794572,1889.484692,1955.05578,2797.240427,2469.863467,2191.004518,2087.786515,2098.026017,2301.380603,2295.102928,2240.154126,2774.579549,2806.025345,2232.900348,,,,,,
Y15332,5384.316031,4903.963134,4294.162408,4012.058241,3953.15471,3777.049633,4084.09551,5110.156765,5857.778336,5282.733023,4301.355742,3291.041584,3411.977515,3197.280733,3995.865888,4971.426127,4288.777617,4427.93605,3363.891325,,,,,,
Y15333,7191.354028,7375.978772,6895.040258,6500.313806,6729.991084,5964.097487,5604.780592,8588.685368,14025.39719,11156.76214,9726.940309,6694.802582,6000.795863,4632.576447,7453.250616,7753.102673,6515.876317,7598.438617,5528.14225,,,,,,
